verbatimScientificName
Pontoscolex Corethrurus
Rhinodrilus antonionii
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex Corethrurus
Pontoscolex Corethrurus
Pontoscolex Awa
Pontoscolex corethrurus
Pontoscolex corethrurus
Oligochaeta
Oligochaeta
Lumbriculidae
Oligochaeta
Terebellidae
Lumbriculidae
Lumbriculidae
Lumbriculidae
Lumbriculidae
Lumbriculidae
Hirudinea
Oligochaeta
Oligochaeta
Lumbriculidae
Lumbriculidae
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Naididae
Lumbriculidae
Oligochaeta
Oligochaeta
Lumbriculidae
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Lumbriculidae
Haplotaxida
Lumbriculidae
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Hirudinea
Haplotaxida
Oligochaeta
Oligochaeta
Oligochaeta
Oligochaeta
Haplotaxida
Oligochaeta
Oligochaeta
Lumbriculidae
Lumbriculidae
Oligochaeta
Haplotaxida
Oligochaeta
Haplotaxida
Oligochaeta
Oligochaeta
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Oligochaeta
Lumbriculidae
Oligochaeta
Haplotaxida
Oligochaeta
Haplotaxida
Oligochaeta
Oligochaeta
Oligochaeta
Haplotaxida
Lumbriculidae
Haplotaxida
Lumbriculidae
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Lumbriculidae
Lumbriculidae
Oligochaeta
Oligochaeta
Haplotaxida
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Haplotaxida
Lumbriculidae
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Oligochaeta
Haplotaxida
Haplotaxida
Oligochaeta
Haplotaxida
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Clitellata
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Haplotaxida
Haplotaxida
Haplotaxida
Oligochaeta
Clitellata
Haplotaxida
Oligochaeta
Haplotaxida
Dichogaster saliens
""
Urobenus
Diachaeta
itapecu
itapecu
Urobenus
Urobenus brasiliensis
""
bolaui
evae
Pontoscolex corethrurus
Urobenus petrerei
""
evae
""
Rhinodrilus jucundus
bolaui
bolaui
""
""
""
Rhinodrilus jucundus
Pontoscolex corethrurus
Cylicobdella  joseensis
Urobenus
""
evae
Rhinodrilus jucundus
evae
""
Holoscolex
Turedrilus
Turedrilus
Turedrilus
Holoscolex
Holoscolex
evae
Holoscolex
Holoscolex
Holoscolex
Turedrilus
Turedrilus
Holoscolex
Holoscolex
Holoscolex
Dichogaster servi
Holoscolex
Turedrilus
Holoscolex
""
Holoscolex
Turedrilus
Holoscolex
Holoscolex
Turedrilus
Righiodrilus
Righiodrilus
Holoscolex
Righiodrilus
Turedrilus
Righiodrilus
Righiodrilus
Righiodrilus
""
""
Righiodrilus
Holoscolex
Righiodrilus
Righiodrilus
""
Righiodrilus
""
Holoscolex
Rhinodrilus
Righiodrilus
Holoscolex
Righiodrilus
Righiodrilus
Righiodrilus
Pontoscolex corethrurus
""
Righiodrilus
""
Righiodrilus
Righiodrilus
""
""
Holoscolex
Righiodrilus
Glossodrilus
""
Glossodrilus
Righiodrilus
""
Righiodrilus
Holoscolex
""
Righiodrilus
""
""
Glossodrilus
Righiodrilus
Holoscolex
""
Rhinodrilus
Righiodrilus
Pontoscolex corethrurus
Turedrilus
Righiodrilus
Diaguita
Diaguita
""
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex
Pontoscolex
Righiodrilus
Pontoscolex corethrurus
Pontoscolex
Pontoscolex corethrurus
Righiodrilus
Righiodrilus
Glossodrilus
Pontoscolex corethrurus
Pontoscolex corethrurus
Turedrilus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex
Turedrilus
Pontoscolex corethrurus
""
Andiorrhinus
""
""
Righiodrilus
Andiorrhinus
Pontoscolex corethrurus
Andiorrhinus
Pontoscolex corethrurus
""
Righiodrilus
Andiorrhinus
Righiodrilus
Andiorrhinus
""
""
""
Pontoscolex corethrurus
""
Andiorrhinus
Pontoscolex
Turedrilus
Glossodrilus
Rhinodrilus
Magelona
Pontoscolex corethrurus
Andiorrhinus
Mediomastus
""
Andiorrhinus
Capitella ovincola
Isolda pulchella
""
""
""
Leodamas
Bocardiella
Pontoscolex corethrurus
""
Andiorrhinus
""
Righiodrilus
Andiorrhinus
Andiorrhinus
Loimia
Andiorrhinus
Rhinodrilus
Andiorrhinus
Andiorrhinus
""
Phyllodoce
Andiorrhinus
Capitella capitata
""
Neanthes succinea
Neanthes succinea
""
Sabellaria wilsoni
Chaetacanthus
Hemipodus
Pontoscolex
Laeonereis culveri
Phyllodoce
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex
Syllis
""
Bonuania
Pontoscolex
Marphysa
Eulalia
Ceratonereis excisa
Nereis oligohalina
Nereis oligohalina
""
""
Pontoscolex
Hydroides
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Pontoscolex
""
""
Pontoscolex
Pontoscolex
Pontoscolex
""
""
""
""
Pontoscolex
""
Pontoscolex
Pontoscolex
""
Pontoscolex
""
""
""
""
Pontoscolex
""
Pontoscolex
""
""
""
Pontoscolex
""
""
""
""
""
""
Pontoscolex
""
""
""
""
""
""
Pontoscolex
""
Pontoscolex
""
""
""
""
Pontoscolex corethrurus
""
""
""
Pontoscolex corethrurus
""
Pontoscolex corethrurus
""
""
""
""
""
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex
Pontoscolex corethrurus
Pontoscolex corethrurus
""
""
""
""
""
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
Pontoscolex corethrurus
